File_Size_Bytes,Attributes,CPU_State,Memory_State,Network,Avail_CPU_%,Avail_Memory_%,Full_Execution_Time_s,Partial_RP1_Time_s,Transmission_Time_s,Partial_RP2_Time_s,Partial_Total_Time_s,Offload_Decision
1,5,Medium,Critical,WLAN,35.25191077583156,10.8487136069418,0.10190200805664062,0.07349586486816406,0.050007800000000005,0.013754447033519097,0.13725811190168316,0
1,5,Critical,Idle,LAN,5.627462054376416,64.21184439245198,0.10200119018554688,0.07412099838256836,0.0100039,0.011099133374984716,0.09522403175755308,0
1,5,Critical,Idle,WLAN,10.367337867160725,68.90430129531852,0.10199666023254395,0.07346439361572266,0.050007800000000005,0.007774848799899481,0.13124704241562213,0
1,5,Critical,Medium,LAN,4.483513398271763,23.303946046512277,0.10140562057495117,0.07438111305236816,0.0100039,0.018799900144158662,0.10318491319652683,0
1,5,Critical,Medium,WLAN,16.26162927758104,22.248874468863292,0.10207581520080566,0.07422542572021484,0.050007800000000005,0.013653584205199926,0.13788680992541477,0
1,5,Critical,Critical,LAN,4.86306655285844,9.296652313931638,0.10214090347290039,0.07356595993041992,0.0100039,0.011794282814137792,0.0953641427445577,0
1,5,Critical,Critical,WLAN,18.526287822982535,15.599226887149902,0.10136270523071289,0.07410001754760742,0.050007800000000005,0.006502468827639488,0.1306102863752469,0
1,9,Idle,Idle,LAN,68.27476329614913,55.74123994560049,0.136275053024292,0.0764467716217041,0.0100038,0.005770574993019381,0.09222114661472348,0
1,9,Idle,Idle,WLAN,66.0575047089589,64.01746275633583,0.13479852676391602,0.0843820571899414,0.050007600000000006,0.009652742039103606,0.14404239922904502,0
1,9,Idle,Medium,LAN,58.91000021640985,22.853322783364977,0.13547015190124512,0.07686328887939453,0.0100039,0.01067583264983252,0.09754302152922704,0
1,9,Idle,Medium,WLAN,71.85794083642016,31.129522358695475,0.13546061515808105,0.07632255554199219,0.050007800000000005,0.016817920192772635,0.14314827573476482,0
1,9,Idle,Critical,LAN,78.71800650215962,6.967442993127806,0.13651204109191895,0.07624602317810059,0.0100039,0.01319873893997513,0.09944866211807571,0
1,9,Idle,Critical,WLAN,53.43984756075256,18.78578093629447,0.13535857200622559,0.0749826431274414,0.050007600000000006,0.01582781132219061,0.14081805444963202,0
1,9,Medium,Idle,LAN,27.808931046745933,64.80537652330405,0.14542126655578613,0.07695460319519043,0.0100039,0.018183037825273238,0.10514154102046366,0
1,9,Medium,Idle,WLAN,37.96040241450693,67.04744417125058,0.13613200187683105,0.0764009952545166,0.050007600000000006,0.015586482548666635,0.14199507780318324,0
1,9,Medium,Medium,LAN,35.19740336459692,39.608020738735775,0.13544940948486328,0.07583308219909668,0.0100039,0.00520239361471641,0.09103937581381309,0
1,9,Medium,Medium,WLAN,37.92186215768102,21.64698891169316,0.136199951171875,0.07506489753723145,0.050007800000000005,0.019027055834437926,0.14409975337166936,0
1,9,Medium,Critical,LAN,43.742045161009656,18.52419116899975,0.13625860214233398,0.07439851760864258,0.0100039,0.008916553938513925,0.0933189715471565,0
1,9,Medium,Critical,WLAN,25.697038384722767,12.146878413817813,0.14669418334960938,0.07752251625061035,0.050007800000000005,0.019120151128117418,0.14665046737872775,0
1,9,Critical,Idle,LAN,19.411074123013062,60.88908932003221,0.13552641868591309,0.07612800598144531,0.0100039,0.01538352358957537,0.10151542957102068,0
1,9,Critical,Idle,WLAN,19.05125643211982,52.04660177499481,0.13616609573364258,0.07602739334106445,0.050007800000000005,0.00978889233343899,0.13582408567450344,0
1,9,Critical,Medium,LAN,1.5376050584820655,37.986473110011005,0.13538575172424316,0.0758979320526123,0.0100038,0.017803196623909178,0.1037049286765215,0
1,9,Critical,Medium,WLAN,18.779147407740773,39.085541141810936,0.135575532913208,0.08771491050720215,0.050007800000000005,0.005408542918389726,0.14313125342559185,0
1,9,Critical,Critical,LAN,10.03755552672548,3.2561696698055775,0.1371324062347412,0.07616186141967773,0.0100039,0.011602289844513532,0.09776805126419126,0
1,9,Critical,Critical,WLAN,6.346947522031499,8.411218971383336,0.13673996925354004,0.07789373397827148,0.050007800000000005,0.009293317465890526,0.137194851444162,0
1,12,Idle,Idle,LAN,55.633224000563274,62.73161568477858,0.16177988052368164,0.0788733959197998,0.0100038,0.010026143011079493,0.0989033389308793,0
1,12,Idle,Idle,WLAN,78.02500335998306,53.93367455196748,0.16152596473693848,0.0785362720489502,0.050007600000000006,0.0061336840890404845,0.1346775561379907,0
1,12,Idle,Medium,LAN,57.60520559504139,27.210098644579638,0.17170023918151855,0.07925033569335938,0.0100039,0.014560368579601156,0.10381460427296052,0
1,12,Idle,Medium,WLAN,65.16098068560012,27.613467259750788,0.16271305084228516,0.07866621017456055,0.050007800000000005,0.006237803828424207,0.13491181400298474,0
